"id","car_id","sort_in_car","title","author_id","is_lost","text_range","incipit","additional_source","is_author_insecure","first_page_id"
"TX_A0012_000001","TR_A_0012","1","De casibus virorum illustrium","P_A_0043","0","1r–158r","","","0","4_1_GiovanniBoccaccioDecasibusvirorumillustrium_2_Bl1r"
"TX_A0012_000002","TR_A_0012","2","leer","","0","158v–160v","","","0","4_2_leer_317_Bl158v"
"TX_A0012_000003","TR_A_0012","3","De excidio Troiae","P_A_0044","0","161r–180v","","","0","4_3_DaresPhrygiusDeexcidioTroiae_322_Bl161r"
"TX_A0012_000004","TR_A_0012","4","Carmen Sibille Erithree","","0","181r–188v","","","0","4_4_CarmenSibilleErithree_362_Bl181r"
"TX_A0012_000005","TR_A_0012","5","Tafel zu Giovanni Boccaccio, De casibus virorum illustrium","","0","189r","","","0","4_5_TafelzuGBoccaccioDecasibusviriorumillustrium_378_Bl189r"
"TX_A0012_000006","TR_A_0012","6","leer","","0","189v–190v","","","0","4_5_TafelzuGBoccaccioDecasibusviriorumillustrium_379_Bl189v"
"TX_A0013_000001","TR_A_0013","1","leer","","0","Ir–IIv","","","0",""
"TX_A0013_000002","TR_A_0013","2","Inhaltsverzeichnis des fünften Buches","","0","1r","","","0","17_1_InhaltsverzeichnisdesfuenftenBuches_6_Bl1r"
"TX_A0013_000003","TR_A_0013","3","Summae liber quintus de sacramento penitentiae et unctionis extremae","","0","1v–104v","","","0","17_2_Summaeliberquintusdesacramento_7_Bl1v"
"TX_A0013_000004","TR_A_0013","4","Inhaltsverzeichnis des sechsten Buches","","0","105r","","","0","17_3_InhaltsverzeichnisdessechstenBuches_214_Bl105r"
"TX_A0013_000005","TR_A_0013","5","Liber sextus de sacramento ordinis et de personis et rebus ecclesiasticis","","0","105v–291r","","","0","17_4_Libersextusdesacramento_215_Bl105v"
"TX_A0013_000006","TR_A_0013","6","Notizen auf cedula","","0","ohne Nummer","","","0","17_6_Notizenaufcedula_588_Cedularecto"
"TX_A0014_000001","TR_A_0014","1","Breve","P_A_0045","0","2r–2v","","","0","14_0_PapstSixtusIVBreve_4_Bl2r"
"TX_A0014_000002","TR_A_0014","2","leer","","0","3r–10v","","","0","14_1_leer_6_Bl3r"
"TX_A0014_000003","TR_A_0014","3","Inhaltsverzeichnis (Gb.)","","0","11r","","","0","14_2_InhaltsverzeichnisGb_22_Bl11r"
"TX_A0014_000004","TR_A_0014","4","leer","","0","11v","","","0","14_3_leer_23_Bl11v"
"TX_A0014_000005","TR_A_0014","5","Expositio super symbolum","","0","12ra–115rb","","","0","14_4_Expositiosupersymbolum_24_Bl12r"
"TX_A0014_000006","TR_A_0014","6","leer","","0","115v","","","0","14_5_leer_229_Bl115v"
"TX_A0014_000007","TR_A_0014","7","De fide catholica","","0","116ra–129vb","","","0","14_6_Defidecatholica_230_Bl116r"
"TX_A0014_000008","TR_A_0014","8","Grammatikalische Notizen","","0","130r","","","0","14_7_GrammatikalischeNotizen_258_Bl130r"
"TX_A0014_000009","TR_A_0014","9","Simbolum","","0","130v","","","0","14_8_Simbolum_259_Bl130v"
"TX_A0014_000010","TR_A_0014","10","Oratio ad Spiritum Sanctum (Simbolium aliud)","P_A_0046","0","131r","","","0","14_9_SimbolumaliudHildebVLavardinOratadsps._260_Bl.131r"
"TX_A0014_000011","TR_A_0014","11","Oratio an Papst Eugen IV.","P_A_0047","0","131v–132v","","","0","14_10_PetrusdeMonteOratioanPapstEugenIV_261_Bl131v"
"TX_A0014_000012","TR_A_0014","12","Oratio","P_A_0047","0","132v–135r","","","0","14_11_PetrusdeMonteOratio_263_Bl132v"
"TX_A0014_000013","TR_A_0014","13","Brief an Karl VII.","P_A_0024","0","135v–136v","","","0","14_12_PapstEugenIVBriefanKarlVII_269_Bl135v"
"TX_A0014_000014","TR_A_0014","14","Notiz über einer ehemals eingeklebten Figur (Gb.)","","0","137r","","","0","14_13_NotizuebereinerehemalseingeklebtenFigurGb_272_Bl137r"
"TX_A0014_000015","TR_A_0014","15","Brief an Protasius Boskowitz, Bischof von Olmütz","P_A_0048","0","137v–138r","","","0","14_14_GeorgvonPodiebradBriefanProtasioBoskowitz_273_Bl137v"
"TX_A0014_000016","TR_A_0014","16","Brief an Georg von Podiebrad","P_A_0049","0","138v–139r","","","0","14_15_ProtasioBoskowitzBriefanGeorgvonPodiebrad_275_Bl138v"
"TX_A0014_000017","TR_A_0014","17","Brief an die Universität Paris","P_A_0050","0","139v","","","0","14_16_PapstUrbanVIBriefandieUniversitaetParis_277_Bl139v"
"TX_A0014_000018","TR_A_0014","18","Brief an den Klerus von Lüttich","P_A_0050","0","140r","","","0","14_17_PapstUrbanVIBriefandenKlerusvonLuettich_278_Bl140r"
"TX_A0014_000019","TR_A_0014","19","Articuli","P_A_0051","0","140v–141r","","","0","14_18_JohannesHusArticuli_279_Bl140v"
"TX_A0014_000020","TR_A_0014","20","Notizen zum Tod des Johannes Hus","","0","141r–142r","","","0","14_18_JohannesHusArticuli_280_Bl141r"
"TX_A0014_000021","TR_A_0014","21","Brief an Johannes de Capestrano (1451)","P_A_0052","0","142v–143r","","","0","14_20_KasimirIVBriefanJohannesvonCapistrano_283_Bl142v"
"TX_A0014_000022","TR_A_0014","22","Articuli","P_A_0053","0","143v–144r","","","0","14_21_JohannesWyclifArticuli_285_Bl143v"
"TX_A0014_000023","TR_A_0014","23","Notizen","","0","144v","","","0","14_22_Notizen_287_Bl144v"
"TX_A0014_000024","TR_A_0014","24","Tractatus contra hereticos","","0","145ra–151ra","","","0","14_23_Tractatuscontrahereticos_288_Bl145r"
"TX_A0014_000025","TR_A_0014","25","De electione imperatoris","","0","151ra–151rb","","","0","14_24_Deelectioneimperatoris_300_Bl151r"
"TX_A0014_000026","TR_A_0014","26","Tractatus de paupertate Christi et apostolorum","P_A_0054","0","151va–152rb","","","0","14_25_ArnaudRoyardTractatusdepaupertateChristi_301_Bl151v"
"TX_A0014_000027","TR_A_0014","27","Allegationes de potestate imperiali","P_A_0055","0","152va–173vb","","","0","14_26_WilvOckhamAllegationesdepotestateimperiali_303_Bl152v"
"TX_A0014_000028","TR_A_0014","28","Bulle gegen Papst Johannes XXII.","P_A_0056","0","175r–178va","","","0","14_27_KsLudwdBayerBulleg.g.PapstJoh.XXII._346_Bl.175r"
"TX_A0014_000029","TR_A_0014","29","Gutachten für Kaiser Ludwig den Bayern","P_A_0055","0","178vb–181vb","","","0","14_28_WilvOckhamGutachtenfuerKsLudw.d.Bayern_353_Bl.178v"
"TX_A0014_000030","TR_A_0014","30","De excommunicatione papae","","0","182ra–205rb","","","0","14_29_Deexcommunicationepapae_360_Bl182r"
"TX_A0014_000031","TR_A_0014","31","Notizen","","0","205v","","","0","14_30_Notizen_407_Bl205v"
"TX_A0014_000032","TR_A_0014","32","Brief an Johannes de Capestrano","P_A_0057","0","205ara–208ra","","","0","14_29_Deexcommunicationepapae_406_Bl205r"
"TX_A0014_000033","TR_A_0014","33","Brief an Johannes Rokycana","P_A_0058","0","208rb–224rb","","","0","14_32_JohannesvonCapistranoBriefanJohannesRokycana_414_Bl208r"
"TX_A0014_000034","TR_A_0014","34","Brief an die böhmischen Barone","P_A_0058","0","224rb–228vb","","","0","14_33_JohannesvonCapistranoBriefandieboehmBarone_446_Bl224r"
"TX_A0014_000035","TR_A_0014","35","Brief an Johannes Nedelist","P_A_0058","0","229ra–232rb","","","0","14_34_JohannesvonCapistranoBriefanJohannesNedelist_456_Bl229r"
"TX_A0014_000036","TR_A_0014","36","Brief an Ladislaus Postumus","P_A_0058","0","232rb–233ra","","","0","14_35_JohannesvonCapistranoBriefanLadislausPostumus_462_Bl232r"
"TX_A0014_000037","TR_A_0014","37","Brief an Johannes de Capestrano","P_A_0048","0","233ra–233rb","","","0","14_36_GeorgvonPodiebradBriefanJohannesvonCapistrano_464_Bl233r"
"TX_A0014_000038","TR_A_0014","38","Brief an Georg von Podiebrad","P_A_0058","0","233rb–236rb","","","0","14_36_GeorgvonPodiebradBriefanJohannesvonCapistrano_464_Bl233r"
"TX_A0014_000039","TR_A_0014","39","Brief an Georg von Podiebrad","P_A_0058","0","236va–238va","","","0","14_37_JohannesvonCapistranoBriefanGeorgvonPodiebrad_471_Bl236v"
"TX_A0014_000040","TR_A_0014","40","Notizen","P_A_0002","0","239r–239v","","","0","14_38_SigmundGossembrotNotizen_476_Bl239r"
"TX_A0014_000041","TR_A_0014","41","Brief an den Abt von Moggio","P_A_0059","0","240r","","","0","14_39_FormaepiscopiStadtStrassbBriefanAbtvMoggio_478_Bl240r"
"TX_A0014_000042","TR_A_0014","42","Begnadigungsbulle für die Stadt Malines","P_A_0060","0","240v–242v","","","0","14_40_CalixtusIIIBegnadigungsbullefuerdieStadtMalines_479_Bl240v"
"TX_A0014_000043","TR_A_0014","43","Liber Augustalis","P_A_0061","0","243r–249r","","","0","14_41_Ps-FrPetrBenevenutusdeImolaLiberAugustalis_484_Bl243r"
"TX_A0014_000044","TR_A_0014","44","Brief gegen Urbanus VI","P_A_0062","0","249v","","","0","14_42_CollegiumcardinaliumBriefgegenUrbanVI_497_Bl249v"
"TX_A0014_000045","TR_A_0014","45","Brief über das Prioritat von Heiligenkreuz, Augsburg","","0","250r","","","0","14_43_BriefueberdasPrioritatvonHeiligenkreuzAugsburg_498_Bl250r"
"TX_A0014_000046","TR_A_0014","46","Notizen","","0","250v","","","0","14_44_Notizen_499_Bl250v"
"TX_A0014_000047","TR_A_0014","47","Flores temporum (Frag.)","P_A_0063","0","251ra–318vb","","","0","14_45_HermannusMinoritaFlorestemporumFrag_500_Bl251r"
"TX_A0014_000048","TR_A_0014","48","Memoriale","P_A_0064","0","319r–374ra","","","0","14_46_DiversetheologischeSchriften_636_Bl319r"
"TX_A0014_000049","TR_A_0014","49","Bulle an den Bischof von Köln","P_A_0050","0","374v–376v","","","0","14_47_UrbanVIBulleandenBischofvonKoeln_751_Bl374v"
"TX_A0014_000050","TR_A_0014","50","Brief an die Kardinäle","P_A_0065","0","376v–377r","","","0","14_48_EduardIIIKgvonEnglandBriefandieKardinaele_753_Bl376v"
"TX_A0014_000051","TR_A_0014","51","Brief an die Stadt Lüttich","P_A_0066","0","377r–377v","","","0","14_48_EduardIIIKgvonEnglandBriefandieKardinaele_754_Bl377rfalsch177r"
"TX_A0014_000052","TR_A_0014","52","Brief ‘Ad nostre'","P_A_0067","0","377v–378r","","","0","14_49_FriedrichdeSaarwerdenBriefandieStadtLuettich_755_Bl377vfalsch177v"
"TX_A0014_000053","TR_A_0014","53","Brief an Johannes von Serclaes, Bischof von Cambrai","","0","378r–378v","","","0","14_50_WenzelIVBrief‘Adnostre_756_Bl378rfalsch178r"
"TX_A0014_000054","TR_A_0014","54","Bittschrift","P_A_0068","0","379r–390va","","","0","14_52_NikolausvonLyraBittschrift_758_Bl379r"
"TX_A0014_000055","TR_A_0014","55","Bulle (deutsch)","","0","390v","","","0","14_53_Bulledeutsch_781_Bl390v"
"TX_A0014_000056","TR_A_0014","56","Bulle (1450)","","0","391r","","","0","14_54_Bulle1450_782_Bl391r"
"TX_A0014_000057","TR_A_0014","57","Bulle (latein. und deutsche Übersetzung)","","0","391v","","","0","14_55_BullelateinunddeutscheUebersetzung_783_Bl391v"
"TX_A0014_000058","TR_A_0014","58","Bulle","","0","392r","","","0","14_56_Bulle_784_Bl392r"
"TX_A0014_000059","TR_A_0014","59","Brief","P_A_0069","0","392v–393r","","","0","14_57_WenzelvonKrumauBrief_785_Bl392v"
"TX_A0014_000060","TR_A_0014","60","Brief der böhmischen Barone an Wenzel von Krumau und den katholischen Klerus","","0","393r","","","0","14_58_BriefderboehmischenBaroneanWenzelvonKrumau_786_Bl393r"
"TX_A0014_000061","TR_A_0014","61","Brief an die böhmischen Barone","P_A_0069","0","393r–394r","","","0","14_58_BriefderboehmischenBaroneanWenzelvonKrumau_786_Bl393r"
"TX_A0014_000062","TR_A_0014","62","Antwortbrief der böhmischen Barone / Brief an Johannes Rokycana","","0","394r","","","0","14_60_AntwDboehmBaroneBriefanJohannesRokycana_788_Bl394r"
"TX_A0014_000063","TR_A_0014","63","Bulla anni iubilei (1470)","P_A_0070","0","394v–395r","","","0","14_61_PapstPaulIIBullaanniiubilei1470_789_Bl394v"
"TX_A0014_000064","TR_A_0014","64","leer","","0","395v–396v","","","0","14_62_leer_791_Bl395v"
"TX_A0015_000001","TR_A_0015","1","Apokalypse-Kommentar","P_A_0071","0","1r–125v","","","0","2_0_HaymovonHalberstadtApokalypsenerklaerungen_4_Bl1ralt14r"
"TX_A0015_000002","TR_A_0015","2","Hexaemeron","P_A_0072","0","126r–185v","","","0","2_1_AmbrosiusvonMailandHexaemeron_254_Bl126ralt156r"
"TX_A0015_000003","TR_A_0015","3","Verweise (Gb.), Illustration","","0","186r–186v","","","0","2_2_VerweiseGbIllustration_374_Bl186ralt216r"
"TX_A0015_000004","TR_A_0015","4","Hexaemeron (Gb.)","P_A_0073","0","187v–190v","","","0","2_3_HonoriusAugustodunensisHexaemeronGb_377_Bl187valt217v"
"TX_A0015_000005","TR_A_0015","5","leer","","0","191r–192r","","","0","2_4_leer_384_Bl191ralt221r"
"TX_A0015_000006","TR_A_0015","6","Zusammenstellung von Bibelzitaten (Gb.)","","0","192v–193r","","","0","2_5_ZusammenstellungvonBibelzitatenGb_387_Bl192valt222v"
"TX_A0015_000007","TR_A_0015","7","Tractatus de sex etatibus hominis (Gb.)","P_A_0074","0","193v (–194r?)","","","1","2_6_JohannesvonWales?DesexetatibushominisGb_389_Bl193valt223v"
"TX_A0015_000008","TR_A_0015","8","leer","","0","194r–196v","","","0","2_7_leer_390_Bl194ralt224r"
"TX_A0015_000009","TR_A_0015","9","Auszug aus den Gesta Romanorum, dt.","","0","197r–197v","","","0","2_8_Auszugausden›GestaRomanorum‹dt_396_Bl197ralt227r"
"TX_A0015_000010","TR_A_0015","10","Breviloquium de quattuor virtutibus","P_A_0074","0","198r–214v","","","0","2_9_JohannesvonWalesDequatuorvirtutibus_398_Bl198ralt228r"
"TX_A0015_000011","TR_A_0015","11","leer","","0","215r","","","0","2_10_leer_432_Bl215r"
"TX_A0015_000012","TR_A_0015","12","De deliciis paradisi","","0","215v–216v","","","0","2_11_DedeliciisparadisiGb_433_Bl215v"
"TX_A0015_000013","TR_A_0015","13","leer","","0","217r–218r","","","0","2_12_leer_436_Bl217ralt263r"
"TX_A0015_000014","TR_A_0015","14","Eintrag von Gossembrot","","0","218v","","","0","2_13_DetentationefideiExzerptGb_439_Bl218valt264v"
"TX_A0015_000015","TR_A_0015","15","Dispositorium moriendi (Gb.)","P_A_0030","0","219r","","","0","2_14_JohannesNiderDispositoriummoriendiGb_440_Bl219ralt265r"
"TX_A0015_000016","TR_A_0015","16","Francesco Petrarca: Quid miser hic gaudes (Gb.), Holzschnitt: Versuchung des hl. Antonius 219v","P_A_0036","0","219v","","","0","2_15_FrancescoPetrarchaQuidmiserhicgaudesGbIll_441_Bl219valt265v"
"TX_A0015_000017","TR_A_0015","17","Cordiale quattuor novissimorum (Gb.)","P_A_0011","0","220r–241v","","","0","2_16_GerhardvonVliederhofenCordialeGb_442_Bl220ralt266r"
"TX_A0015_000018","TR_A_0015","18","Auszüge aus den Epistelerklärungen (Gb.)","P_A_0075","0","242r–243r","","","0","2_17_ThomasEbendorferEpistelerklaerungenAuszuegeGb_486_Bl242ralt286r"
"TX_A0015_000019","TR_A_0015","19","Auszüge aus den Homilien (Gb.)","P_A_0075","0","243r–249v","","","0","2_17_ThomasEbendorferEpistelerklaerungenAuszuegeGb_488_Bl243ralt287r"
"TX_A0015_000020","TR_A_0015","20","leer","","0","250r","","","0","2_19_leer_502_Bl250ralt293r"
"TX_A0015_000021","TR_A_0015","21","Ordo defunctorum","","0","250v–251v","","","0","2_20_OrdodefunctorumGb_503_Bl250valt293v"
"TX_A0015_000022","TR_A_0015","22","leer","","0","252r","","","0","2_21_leer_506_Bl252ralt295r"
"TX_A0015_000023","TR_A_0015","23","Todes- und Totenlegenden (Gb.)","","0","252v–254r","","","0","2_22_Todes-undTotenlegendenGb_507_Bl252valt295v"
"TX_A0015_000024","TR_A_0015","24","Institutio monialis, Exzerpt (Kap. 6 u. 7) (Gb.)","P_A_0076","0","254v","","","0","2_23_PetrusDamianiInstitutiomonialisExzerptGb_511_Bl254valt297v"
"TX_A0015_000025","TR_A_0015","25","Visionen, Exzerpt (Gb.)","P_A_0077","0","254v–255r","","","0","2_23_PetrusDamianiInstitutiomonialisExzerptGb_511_Bl254valt297v"
"TX_A0015_000026","TR_A_0015","26","Auctoritates de morte (Gb.)","","0","255v","","","0","2_25_AuctoritatesdemorteGb_513_Bl255valt298v"
"TX_A0015_000027","TR_A_0015","27","Tractatus artis bene moriendi, Exzerpt (Gb.)","P_A_0012","0","256r","","","0","2_26_JacobusvonErfurtArsbenemoriendiExzerptGb_514_Bl256ralt299r"
"TX_A0015_000028","TR_A_0015","28","Predigtskizze (Gb.)","P_A_0078","0","256v","","","0","2_27_KonradBonerOFMPredigtskizzeGb_515_Bl256valt299v"
"TX_A0015_000029","TR_A_0015","29","Eintrag zum Tod der Tochter Gossembrots Anna Röchlinger (Gb.)","","0","257r","","","0","2_28_EintragzumTodderTochterAnnaRoechlingerGb_516_Bl257ralt300r"
"TX_A0016_000001","TR_A_0016","1","leer","","0","1r–10v","","","0","24_0_leer_2_Bl1r"
"TX_A0016_000002","TR_A_0016","2","fehlt (oder Foliierung übersprungen)","","0","11r–13v","","","0",""
"TX_A0016_000003","TR_A_0016","3","Compendium lecturae mellicensis Nicolai de Dinckelspuhel","P_A_0079","0","14ra–137vb","","","0","24_1_IohannesSchlitpacherComplecturaeNicdeDinck_22_Bl14r"
"TX_A0016_000004","TR_A_0016","4","Phasalexis seu De calendarii emendatione","P_A_0080","0","138ra–143brb","","","0","24_2_HermannusdeMonsterPhasalexis_268_Bl138r"
"TX_A0016_000005","TR_A_0016","5","leer","","0","143bv","","","0","24_2_HermannusdeMonsterPhasalexis_283_Bl143bv"
"TX_A0016_000006","TR_A_0016","6","Notizen","P_A_0002","0","“143cr”  I (eingelegter Papierzettel)","","","0",""
"TX_A0016_000007","TR_A_0016","7","Kurzbrief eines Bruder Georg","","0","“143cv”","","","0","24_4_KurzbriefeinesBruderGeorg_285_Cedulav"
"TX_A0016_000008","TR_A_0016","8","leer","","0","144r","","","0","24_5_leer_286_Bl144r"
"TX_A0016_000009","TR_A_0016","9","Accessus in Tractatum de fermento et azymo Hermanni de Monster","P_A_0002","0","144v","","","1","24_6_SigGossAccessusintractatumHermannideMonster_287_Bl144v"
"TX_A0016_000010","TR_A_0016","10","Tractatus de fermento et azymo","P_A_0080","0","145ra–155ra","","","0","24_7_HermdeMonsterTractatusdefermentoetazymo_288_Bl145r"
"TX_A0016_000011","TR_A_0016","11","Meditationes de passione Christi","P_A_0081","0","157ra–259vb II (eingelegter Papierzettel vor 184)","","","0","24_8_SilvesterinRebdorfMeditationesdepassioneChristi_310_Bl157r"
"TX_A0016_000012","TR_A_0016","12","De arte bene moriendi (Exz.)","P_A_0012","0","260ra","","","0","24_9_IacobusdeParadisoDeartebenemoriendi_520_Bl260r"
"TX_A0016_000013","TR_A_0016","13","leer","","0","260v–264r","","","0","24_10_leer_521_Bl260v"
"TX_A0016_000014","TR_A_0016","14","Flores metrici proverbiorum Salomonis","","0","264v–267v","","","0","24_11_FloresmetriciproverbiorumSalomonis_529_Bl264v"
"TX_A0016_000015","TR_A_0016","15","fehlt (oder Foliierung übersprungen)","","0","265–266","","","0",""
"TX_A0016_000016","TR_A_0016","16","Aenigma Salomonis Sybillae propositum","","0","267v","","","0","24_12_AenigmaSalomonisSybillaepropositum_531_Bl267v"
"TX_A0016_000017","TR_A_0016","17","Altes Testament, Weisheitsbücher Bibel, Liber Proverbiorum, Ecclesiastis, Cantici, Sapientiae, Ecclesiastici 1,1–17 (cum Prologis Hieronymi in Ecclesiasten, Sap.)","","0","268r–315r","","","0","24_13_AltesTestamentWeisheitsbuecher_532_Bl268r"
"TX_A0016_000018","TR_A_0016","18","leer","","0","315v–317v","","","0","24_14_leer_627_Bl315v"
"TX_A0016_000019","TR_A_0016","19","fehlt (oder Foliierung übersprungen)","","0","318r–319v","","","0",""
"TX_A0016_000020","TR_A_0016","20","Zeichnungen","P_A_0002","0","319ar–319v","","","0","24_15_SigmundGossembrotZeichnungen_632_Bl319ar"
"TX_A0016_000021","TR_A_0016","21","Usus artis (Abecedarius artis ad legendum vel doctrinandum) cum commento","","0","320r–379v","","","0","24_16_Abecedariusartiscumcommento_634_Bl320r"
"TX_A0016_000022","TR_A_0016","22","Figura legendi in deo omnia","","0","380r–382v","","","0","24_17_Figuralegendiindeoomnia_754_Bl380r"
"TX_A0016_000023","TR_A_0016","23","leer","","0","383r–389v","","","0","24_18_leer_760_Bl383r"
"TX_A0016_000024","TR_A_0016","24","fehlt (oder Foliierung übersprungen)","","0","390r–393v","","","0",""
"TX_A0016_000025","TR_A_0016","25","Donatus moralisatus (spiritualis)","P_A_0010","0","394r–399r","","","0","24_19_IohannesGersonDonatusmoralisatusspiritualis_774_Bl394r"
"TX_A0016_000026","TR_A_0016","26","Excerpta ex Iohanne Nider","P_A_0002","0","399v–400r","","","0","24_20_SigmundGossembrotExcerptaexIohanneNider_785_Bl399v"
"TX_A0016_000027","TR_A_0016","27","leer","","0","400v","","","0","24_21_leer_787_Bl400v"
"TX_A0017_000001","TR_A_0017","1","Inhaltsverzeichnis","","0","Ir","","","0","10_0_InhaltsverzeichnisGb_1_Einbandvorneinnen"
"TX_A0017_000002","TR_A_0017","2","Notizen Gossembrots [nicht erhalten]","","0","alt 11v","","","0",""
"TX_A0017_000003","TR_A_0017","3","Breviarium ab urbe condita","P_A_0082","0","1r–48r","","","0","10_1_EutropiusBreviariumaburbecondita_20_Bl1ralt13r"
"TX_A0017_000004","TR_A_0017","4","Notabile physiologicum","","0","48r","","","0","10_2_Notabilephysiologicum_114_Bl48r"
"TX_A0017_000005","TR_A_0017","5","Progressus in genealogiam antiquorum iudaeorum","","0","48v–49r","","","0","10_3_ProgressusingenealogiamantiquorumIudaeorum_115_Bl48v"
"TX_A0017_000006","TR_A_0017","6","Cento biblicus iocosus","","0","49r","","","0","10_4_Centobiblicusiocosus_116_Bl49ralt61r"
"TX_A0017_000007","TR_A_0017","7","Versus in desolatione urbis","P_A_0083","0","49v–50v","","","0","10_5_GaleotusMNarniensisVersusindesolationeurbis_117_Bl49valt61v"
"TX_A0017_000008","TR_A_0017","8","Epistola de litibus Atheniensium et Lacedaemoniorum","P_A_0084","0","51r–76v","","","0","10_6_GuarinodaVeronaEpdelitibusAthenetLacedaem_120_Bl51ralt64r"
"TX_A0017_000009","TR_A_0017","9","leer","","0","77r–79v","","","0","10_7_leer_172_Bl77ralt91r"
"TX_A0017_000010","TR_A_0017","10","Carmen hexametricum de schismate","P_A_0004","0","80r–91v","","","0","10_8_HeinrichvonLangensteinCarmenhexdeschismate_178_Bl80ralt95r"
"TX_A0017_000011","TR_A_0017","11","leer","","0","92r–93r","","","0","10_9_leer_202_Bl92ralt107r"
"TX_A0017_000012","TR_A_0017","12","Carmen hexametricum de malis terrenorum despiciendis","","0","93v–100v","","","0","10_10_Carmenhexdemalisterrenorumdespiciendis_205_Bl93valt108v"
"TX_A0017_000013","TR_A_0017","13","Versus paraenetici 15","","0","100v","","","0","10_11_Versusparaenetici15_219_Bl100valt115v"
"TX_A0017_000014","TR_A_0017","14","Carmen","P_A_0085","0","101r–108v","","","0","10_12_HenricusSeptimellensisPauperHenricusCarmen_220_Bl101ralt117r"
"TX_A0017_000015","TR_A_0017","15","Antigameratus (lat.-dt.)","P_A_0086","0","109r–140r","","","0","10_13_FrowinvonKrakauAntigameratuslat-dt_236_Bl109ralt126r"
"TX_A0017_000016","TR_A_0017","16","Disticha de moribus clerici et laici (Gb.)","","0","140v–142r","","","0","10_14_Distichademoribusclericietlaici_299_Bl140valt157v"
"TX_A0017_000017","TR_A_0017","17","Hexametri paraenetici","","0","142r","","","0","10_15_Hexametriparaenetici_302_Bl142ralt159r"
"TX_A0017_000018","TR_A_0017","18","Rhythmi in morte domini de Rapoltzstein Maximini I. (Gb.)","P_A_0087","0","142v–143v","","","0","10_16_EberhardusVitzRhythmiinmorteMaxdeRapoltzstein_303_Bl142valt159v"
"TX_A0017_000019","TR_A_0017","19","Daten zum Leben Philipps von Saint-Pol (Burgund) (?)","","0","144r","","","0","10_17_DatenzumLebenPhilippsvonSaint-PolBurgund_306_Bl144ralt161r"
"TX_A0017_000020","TR_A_0017","20","Disticha cum versione germanica (lat./dt.)","P_A_0088","0","145r–181r","","","0","10_19_Ps-CatoDistichacumversionegermanicalatdt_308_Bl145ralt163r"
"TX_A0017_000021","TR_A_0017","21","Versus memoriales de numero versuum et ordine novi et veteris Catonis","","0","181v–182r","","","0","10_20_VersusmemorialdenumeroversuumetordineCatonis_385_Bl181valt201v"
"TX_A0017_000022","TR_A_0017","22","leer","","0","182v–184v","","","0","10_21_leer_387_Bl182valt202v"
"TX_A0017_000023","TR_A_0017","23","Der kluge Narr","P_A_0089","0","185r–189v","","","0","10_22_HansRosenpluetDerklugeNarr_392_Bl185ralt205r"
"TX_A0017_000024","TR_A_0017","24","leer","","0","190r–194r","","","0","10_23_leer_402_Bl190ralt210r"
"TX_A0017_000025","TR_A_0017","25","Hexametri Paraenetici (teilw. Gb.)","","0","194v","","","0","10_24_Hexametriparaenetici_411_Bl194valt214v"
"TX_A0017_000026","TR_A_0017","26","Das goldene Jahr","P_A_0090","0","195r–202r","","","0","10_25_HansZukunftDasGoldeneJahr_412_Bl195ralt215r"
"TX_A0017_000027","TR_A_0017","27","Lied auf Sigmund Gossembrot","P_A_0091","0","202v","","","0","10_26_LieddesJETueschaufSigmundGossembrot_427_Bl202valt222v"
"TX_A0017_000028","TR_A_0017","28","Lyrische Antwort Gossembrots auf Tüschs Lied","","0","(alt 223r)","","","0",""
"TX_A0017_000029","TR_A_0017","29","Augsburger Chronik, 1377–1445","","0","203r–233v","","","0","10_27_AugsburgerChronik1377–1445_428_Bl203ralt224r"
"TX_A0017_000030","TR_A_0017","30","leer","","0","234r-234v","","","0","10_28_leer_494_Bl234ralt257r"
"TX_A0017_000031","TR_A_0017","31","Wetternotizen zu Straßburg im Elsass 1473, 1476 und 1488 (Gb.)","","0","235r","","","0","10_29_WetternotizenzuStrassburg14731476und1488_496_Bl235ralt258r"
"TX_A0017_000032","TR_A_0017","32","leer","","0","235v","","","0","10_30_leer_497_Bl235valt258v"
"TX_A0017_000033","TR_A_0017","33","Chronicon Germanicum 1377 - 1445, index chronologicus","","0","236r-236v","","","0","10_31_Chronicongermanicum1377–1445Indexchronolog_498_Bl236ralt259r"
"TX_A0017_000034","TR_A_0017","34","leer","","0","237r–240v","","","0","10_32_leer_500_Bl237ralt260r"
"TX_A0017_000035","TR_A_0017","35","Tractatus contra pestem","P_A_0092","0","241r–248r","","","0","10_33_AngelusmedicregisAngliaeTractatuscontrapestem_508_Bl241ralt265r"
"TX_A0017_000036","TR_A_0017","36","leer","","0","248v–249r","","","0","10_34_leer_523_Bl248valt272v"
"TX_A0017_000037","TR_A_0017","37","Notitia de Iohanne III. episcopo Eystetensi","","0","249v","","","0","10_35_NotitiadeIohanneIIIepiscopoEystetensi_525_Bl249valt273v"
"TX_A0017_000038","TR_A_0017","38","Tractatus contra pestem","","0","250r–292r","","","0","10_36_Tractatuscontrapestem_526_Bl250ralt275r"
"TX_A0017_000039","TR_A_0017","39","leer","","0","292v","","","0","10_37_leer_611_Bl292v"
"TX_A0017_000040","TR_A_0017","40","Tractatus contra pestem, index capitulorum","","0","293r–294r","","","0","10_38_TractatuscontrapestemIndexcapitulorum_612_Bl293r"
