id,description,shelfmark,werkstatt,werkstatt_desc,werkzeug,werkzeug_desc
VIS_0001,"Alle Hss",Clm 3559,w004123,"Augsburg, Dombuchbinder",s031814,"Stempel: Vierblatt ohne Zwischenblätter"
